G6,density,degree_heterogeneity,diameter,meshedness,entrance_degree,entrance_centrality,clustering,modularity
MYA?WI??G?oG???@_,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.7115384615384616,0.0,0.45153061224489793
MYAGGE??G?o??@?P?,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.7307692307692307,0.0,0.4413265306122448
MYAG?M??G?oG?@?O?,0.15384615384615385,1.1428571428571428,6,0.043478260869565216,4,0.6794871794871795,0.0,0.4413265306122448
MYA?OM??G?oG???O_,0.15384615384615385,0.8571428571428571,7,0.043478260869565216,4,0.6602564102564102,0.0,0.44387755102040816
MXE?OI??G@OG?A??_,0.15384615384615385,0.7142857142857143,8,0.043478260869565216,4,0.7115384615384616,0.0,0.5229591836734693
MYAGGI??G?oG?@?@?,0.15384615384615385,1.2857142857142858,6,0.043478260869565216,4,0.7115384615384616,0.0,0.4515306122448979
MXE?OE??G@O??A?O_,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.5,0.0,0.43877551020408156
MXE?GE??G@O??A?P?,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.7435897435897436,0.0,0.4821428571428571
MXE??M??G@OG?A?O?,0.15384615384615385,1.1428571428571428,6,0.043478260869565216,4,0.7243589743589743,0.0,0.4821428571428571
MXAGOI??G@OG?@??_,0.15384615384615385,1.0,6,0.043478260869565216,4,0.7115384615384616,0.0,0.4515306122448979
MXE?GI??G@OG?A?@?,0.15384615384615385,1.0,6,0.043478260869565216,4,0.7435897435897436,0.0,0.4413265306122449
MXAGOE??G@O??@?O_,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.7115384615384616,0.0,0.4413265306122449
MXAGGI??G@OG?@?@?,0.15384615384615385,1.5714285714285714,4,0.043478260869565216,4,0.7115384615384616,0.0,0.45153061224489793
MXAGGE??G@O??@?P?,0.15384615384615385,1.0,5,0.043478260869565216,4,0.7307692307692307,0.0,0.4413265306122448
MXAG?M??G@OG?@?O?,0.15384615384615385,1.4285714285714286,5,0.043478260869565216,4,0.6794871794871795,0.0,0.4413265306122448
MXA?WI??G@OG???@_,0.15384615384615385,1.0,6,0.043478260869565216,4,0.7115384615384616,0.0,0.4515306122448979
MXA?WE??G@O????P_,0.15384615384615385,1.0,5,0.043478260869565216,4,0.6923076923076923,0.0,0.44132653061224486
MXA?OM??G@OG???O_,0.15384615384615385,1.1428571428571428,6,0.043478260869565216,4,0.6602564102564102,0.0,0.44387755102040816
MWEOOI??G?OH?A??_,0.15384615384615385,0.7142857142857143,8,0.043478260869565216,4,0.6153846153846154,0.0,0.44897959183673464
MWEOOE??G?O@?A?O_,0.15384615384615385,0.42857142857142855,7,0.043478260869565216,4,0.6153846153846154,0.0,0.4387755102040816
MWEOGI??G?OH?A?@?,0.15384615384615385,1.2857142857142858,6,0.043478260869565216,4,0.6153846153846154,0.0,0.44897959183673464
MWEOGE??G?O@?A?P?,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.6666666666666666,0.0,0.44897959183673464
MWEGOI??G?OG?B??_,0.15384615384615385,1.0,6,0.043478260869565216,4,0.6153846153846154,0.0,0.44897959183673464
MWEO?M??G?OH?A?O?,0.15384615384615385,1.1428571428571428,6,0.043478260869565216,4,0.5705128205128205,0.0,0.44897959183673464
MWEGGI??G?OG?B?@?,0.15384615384615385,1.2857142857142858,6,0.043478260869565216,4,0.6153846153846154,0.0,0.44897959183673464
MWEGOE??G?O??B?O_,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.6153846153846154,0.0,0.4285714285714286
MWEGGE??G?O??B?P?,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.6666666666666666,0.0,0.44897959183673464
MWEG?M??G?OG?B?O?,0.15384615384615385,1.1428571428571428,6,0.043478260869565216,4,0.5705128205128205,0.0,0.44897959183673464
MWE?WI??G?OG?A?@_,0.15384615384615385,0.7142857142857143,8,0.043478260869565216,4,0.6153846153846154,0.0,0.44897959183673464
MWE?WE??G?O??A?P_,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.5641025641025641,0.0,0.44897959183673464
MWE?OM??G?OG?A?O_,0.15384615384615385,0.8571428571428571,7,0.043478260869565216,4,0.5192307692307692,0.0,0.44387755102040816
MWAWOI??G?OH?@??_,0.15384615384615385,1.2857142857142858,6,0.043478260869565216,4,0.6153846153846154,0.0,0.44897959183673464
MWAWOE??G?O@?@?O_,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.6474358974358975,0.0,0.44897959183673464
MWAWGI??G?OH?@?@?,0.15384615384615385,2.142857142857143,4,0.043478260869565216,4,0.6153846153846154,0.0,0.44897959183673464
MWAWGE??G?O@?@?P?,0.15384615384615385,1.2857142857142858,5,0.043478260869565216,4,0.6666666666666666,0.0,0.44897959183673464
MWAW?M??G?OH?@?O?,0.15384615384615385,1.7142857142857142,5,0.043478260869565216,4,0.5705128205128205,0.0,0.44897959183673464
MWAOWI??G?OH???@_,0.15384615384615385,1.2857142857142858,6,0.043478260869565216,4,0.6153846153846154,0.0,0.44897959183673464
MWAOWE??G?O@???P_,0.15384615384615385,1.0,5,0.043478260869565216,4,0.6153846153846154,0.0,0.44897959183673464
MWAOOM??G?OH???O_,0.15384615384615385,1.1428571428571428,6,0.043478260869565216,4,0.5384615384615384,0.0,0.41836734693877553
MRE?OI???@oG?A??_,0.15384615384615385,0.7142857142857143,8,0.043478260869565216,4,0.7115384615384616,0.0,0.5229591836734693
MRE?OE???@o??A?O_,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.47435897435897434,0.0,0.44897959183673464
MRE?GI???@oG?A?@?,0.15384615384615385,1.0,6,0.043478260869565216,4,0.7435897435897436,0.0,0.4464285714285714
MRE?GE???@o??A?P?,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.7435897435897436,0.0,0.4464285714285714
MRE??M???@oG?A?O?,0.15384615384615385,1.1428571428571428,6,0.043478260869565216,4,0.7243589743589743,0.0,0.4821428571428571
MRAGOI???@oG?@??_,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.7115384615384616,0.0,0.4515306122448979
MRAGOE???@o??@?O_,0.15384615384615385,0.42857142857142855,7,0.043478260869565216,4,0.7115384615384616,0.0,0.4413265306122448
MRAGGI???@oG?@?@?,0.15384615384615385,1.2857142857142858,6,0.043478260869565216,4,0.7115384615384616,0.0,0.4515306122448979
MRAGGE???@o??@?P?,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.7307692307692307,0.0,0.4413265306122448
MRAG?M???@oG?@?O?,0.15384615384615385,1.1428571428571428,6,0.043478260869565216,4,0.6794871794871795,0.0,0.4413265306122448
MRA?OM???@oG???O_,0.15384615384615385,0.8571428571428571,7,0.043478260869565216,4,0.6602564102564102,0.0,0.44387755102040816
MRA?WE???@o????P_,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.6923076923076923,0.0,0.44132653061224486
MRA?WI???@oG???@_,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.7115384615384616,0.0,0.4515306122448979
MQEOOI????oH?A??_,0.15384615384615385,1.0,8,0.043478260869565216,4,0.4551282051282051,0.0,0.4464285714285714
MQEOOE????o@?A?O_,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.47435897435897434,0.0,0.4489795918367347
MQEOGI????oH?A?@?,0.15384615384615385,1.5714285714285714,6,0.043478260869565216,4,0.4551282051282051,0.0,0.4464285714285714
MQEOGE????o@?A?P?,0.15384615384615385,1.0,6,0.043478260869565216,4,0.5512820512820512,0.0,0.4464285714285714
MQEO?M????oH?A?O?,0.15384615384615385,1.4285714285714286,6,0.043478260869565216,4,0.3974358974358974,0.0,0.4591836734693877
MQEGOI????oG?B??_,0.15384615384615385,1.0,8,0.043478260869565216,4,0.4551282051282051,0.0,0.4464285714285714
MQEGGI????oG?B?@?,0.15384615384615385,1.2857142857142858,8,0.043478260869565216,4,0.4551282051282051,0.0,0.4464285714285714
MQEGOE????o??B?O_,0.15384615384615385,0.7142857142857143,8,0.043478260869565216,4,0.4551282051282051,0.0,0.4591836734693877
MQEGGE????o??B?P?,0.15384615384615385,0.7142857142857143,8,0.043478260869565216,4,0.5512820512820512,0.0,0.4591836734693877
MQEG?M????oG?B?O?,0.15384615384615385,1.1428571428571428,8,0.043478260869565216,4,0.3974358974358974,0.0,0.4591836734693877
MQE?WI????oG?A?@_,0.15384615384615385,0.7142857142857143,10,0.043478260869565216,4,0.4551282051282051,0.0,0.4464285714285714
MQE?WE????o??A?P_,0.15384615384615385,0.7142857142857143,8,0.043478260869565216,4,0.358974358974359,0.0,0.44642857142857134
MQE?OM????oG?A?O_,0.15384615384615385,0.8571428571428571,8,0.043478260869565216,4,0.30128205128205127,0.0,0.4821428571428571
MQAWOI????oH?@??_,0.15384615384615385,1.2857142857142858,6,0.043478260869565216,4,0.4551282051282051,0.0,0.4285714285714286
MQAWOE????o@?@?O_,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,4,0.532051282051282,0.0,0.4591836734693877
MQAWGI????oH?@?@?,0.15384615384615385,2.142857142857143,6,0.043478260869565216,4,0.4551282051282051,0.0,0.4285714285714286
MQAWGE????o@?@?P?,0.15384615384615385,1.2857142857142858,6,0.043478260869565216,4,0.5512820512820512,0.0,0.4591836734693877
MQAW?M????oH?@?O?,0.15384615384615385,1.7142857142857142,6,0.043478260869565216,4,0.3974358974358974,0.0,0.4591836734693877
MQAOWI????oH???@_,0.15384615384615385,1.2857142857142858,6,0.043478260869565216,4,0.4551282051282051,0.0,0.4285714285714286
MQAOWE????o@???P_,0.15384615384615385,1.0,6,0.043478260869565216,4,0.48717948717948717,0.0,0.44897959183673464
MQAOOM????oH???O_,0.15384615384615385,1.1428571428571428,6,0.043478260869565216,4,0.35256410256410253,0.0,0.4489795918367347
MYCOOI??G?_H?A??_,0.15384615384615385,0.2857142857142857,8,0.043478260869565216,2,0.1794871794871795,0.0,0.4591836734693877
MYCOGI??G?_H?A?@?,0.15384615384615385,0.5714285714285714,6,0.043478260869565216,2,0.15384615384615385,0.0,0.43877551020408156
MYCOOE??G?_@?A?O_,0.15384615384615385,0.2857142857142857,8,0.043478260869565216,2,0.23076923076923075,0.0,0.44897959183673464
MYCOGE??G?_@?A?P?,0.15384615384615385,0.2857142857142857,8,0.043478260869565216,2,0.23076923076923075,0.0,0.43877551020408156
MYCGOI??G?_G?B??_,0.15384615384615385,0.2857142857142857,7,0.043478260869565216,2,0.1987179487179487,0.0,0.44897959183673464
MYCO?M??G?_H?A?O?,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,2,0.14102564102564102,0.0,0.44897959183673464
MYCGOE??G?_??B?O_,0.15384615384615385,0.2857142857142857,7,0.043478260869565216,2,0.1987179487179487,0.0,0.4489795918367347
MYCGGI??G?_G?B?@?,0.15384615384615385,0.2857142857142857,7,0.043478260869565216,2,0.17307692307692307,0.0,0.4591836734693877
MYCGGE??G?_??B?P?,0.15384615384615385,0.0,7,0.043478260869565216,2,0.23076923076923075,0.0,0.4489795918367347
MYCG?M??G?_G?B?O?,0.15384615384615385,0.42857142857142855,7,0.043478260869565216,2,0.16025641025641024,0.0,0.44897959183673464
MYC?WE??G?_??A?P_,0.15384615384615385,0.2857142857142857,7,0.043478260869565216,2,0.17307692307692307,0.0,0.44897959183673464
MYC?WI??G?_G?A?@_,0.15384615384615385,0.0,7,0.043478260869565216,2,0.23076923076923075,0.0,0.4591836734693877
MYC?OM??G?_G?A?O_,0.15384615384615385,0.42857142857142855,7,0.043478260869565216,2,0.16025641025641024,0.0,0.44897959183673464
MY?WOI??G?_H?@??_,0.15384615384615385,0.2857142857142857,7,0.043478260869565216,2,0.1282051282051282,0.0,0.4591836734693877
MY?WGI??G?_H?@?@?,0.15384615384615385,0.8571428571428571,6,0.043478260869565216,2,0.1282051282051282,0.0,0.4591836734693877
MY?WOE??G?_@?@?O_,0.15384615384615385,0.0,7,0.043478260869565216,2,0.23076923076923075,0.0,0.44897959183673464
MY?WGE??G?_@?@?P?,0.15384615384615385,0.2857142857142857,7,0.043478260869565216,2,0.1987179487179487,0.0,0.4489795918367347
MY?W?M??G?_H?@?O?,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,2,0.11538461538461538,0.0,0.4387755102040816
MY?OWI??G?_H???@_,0.15384615384615385,0.2857142857142857,7,0.043478260869565216,2,0.1282051282051282,0.0,0.4591836734693877
MY?OWE??G?_@???P_,0.15384615384615385,0.2857142857142857,7,0.043478260869565216,2,0.17307692307692307,0.0,0.44897959183673464
MY?OOM??G?_H???O_,0.15384615384615385,0.42857142857142855,7,0.043478260869565216,2,0.10256410256410256,0.0,0.4387755102040816
MXCOOI??G@?H?A??_,0.15384615384615385,0.5714285714285714,8,0.043478260869565216,2,0.28846153846153844,0.0,0.44897959183673464
MXCOOE??G@?@?A?O_,0.15384615384615385,0.5714285714285714,6,0.043478260869565216,2,0.3076923076923077,0.0,0.4591836734693877
MXCOGI??G@?H?A?@?,0.15384615384615385,0.8571428571428571,6,0.043478260869565216,2,0.23076923076923075,0.0,0.43877551020408156
MXCOGE??G@?@?A?P?,0.15384615384615385,0.5714285714285714,6,0.043478260869565216,2,0.3076923076923077,0.0,0.43877551020408156
MXCO?M??G@?H?A?O?,0.15384615384615385,1.0,6,0.043478260869565216,2,0.20512820512820512,0.0,0.44897959183673464
MXCGOI??G@?G?B??_,0.15384615384615385,0.5714285714285714,6,0.043478260869565216,2,0.2692307692307692,0.0,0.44897959183673464
MXCGOE??G@???B?O_,0.15384615384615385,0.5714285714285714,6,0.043478260869565216,2,0.2692307692307692,0.0,0.4489795918367347
MXCGGI??G@?G?B?@?,0.15384615384615385,0.5714285714285714,7,0.043478260869565216,2,0.23076923076923075,0.0,0.44897959183673464
MXCGGE??G@???B?P?,0.15384615384615385,0.2857142857142857,7,0.043478260869565216,2,0.28846153846153844,0.0,0.4387755102040816
MXCG?M??G@?G?B?O?,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,2,0.20512820512820512,0.0,0.4489795918367347
MXC?WI??G@?G?A?@_,0.15384615384615385,0.2857142857142857,7,0.043478260869565216,2,0.28846153846153844,0.0,0.4591836734693877
MXC?WE??G@???A?P_,0.15384615384615385,0.5714285714285714,7,0.043478260869565216,2,0.23076923076923075,0.0,0.44897959183673464
MXC?OM??G@?G?A?O_,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,2,0.20512820512820512,0.0,0.4489795918367347
MX?WOI??G@?H?@??_,0.15384615384615385,0.5714285714285714,7,0.043478260869565216,2,0.1858974358974359,0.0,0.44897959183673464
MX?WOE??G@?@?@?O_,0.15384615384615385,0.2857142857142857,7,0.043478260869565216,2,0.28846153846153844,0.0,0.44897959183673464
MX?WGI??G@?H?@?@?,0.15384615384615385,1.1428571428571428,6,0.043478260869565216,2,0.1858974358974359,0.0,0.4591836734693877
MX?WGE??G@?@?@?P?,0.15384615384615385,0.5714285714285714,6,0.043478260869565216,2,0.2692307692307692,0.0,0.44897959183673464
MX?W?M??G@?H?@?O?,0.15384615384615385,1.0,6,0.043478260869565216,2,0.16025641025641024,0.0,0.44897959183673464
MX?OWI??G@?H???@_,0.15384615384615385,0.5714285714285714,7,0.043478260869565216,2,0.1858974358974359,0.0,0.4591836734693877
MX?OWE??G@?@???P_,0.15384615384615385,0.5714285714285714,7,0.043478260869565216,2,0.23076923076923075,0.0,0.44897959183673464
MX?OOM??G@?H???O_,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,2,0.1346153846153846,0.0,0.4285714285714286
MRCOOI???@_H?A??_,0.15384615384615385,0.8571428571428571,8,0.043478260869565216,2,0.23076923076923075,0.0,0.4591836734693877
MRCOOE???@_@?A?O_,0.15384615384615385,0.8571428571428571,6,0.043478260869565216,2,0.28205128205128205,0.0,0.4489795918367347
MRCOGI???@_H?A?@?,0.15384615384615385,1.1428571428571428,6,0.043478260869565216,2,0.17307692307692307,0.0,0.4489795918367347
MRCOGE???@_@?A?P?,0.15384615384615385,0.8571428571428571,6,0.043478260869565216,2,0.28205128205128205,0.0,0.4489795918367347
MRCO?M???@_H?A?O?,0.15384615384615385,1.2857142857142858,6,0.043478260869565216,2,0.16025641025641024,0.0,0.4591836734693877
MRCGOI???@_G?B??_,0.15384615384615385,0.5714285714285714,7,0.043478260869565216,2,0.23076923076923075,0.0,0.4591836734693877
MRCGOE???@_??B?O_,0.15384615384615385,0.5714285714285714,7,0.043478260869565216,2,0.23076923076923075,0.0,0.44897959183673464
MRCGGI???@_G?B?@?,0.15384615384615385,0.5714285714285714,6,0.043478260869565216,2,0.1923076923076923,0.0,0.4489795918367347
MRCGGE???@_??B?P?,0.15384615384615385,0.2857142857142857,7,0.043478260869565216,2,0.26282051282051283,0.0,0.44897959183673464
MRCG?M???@_G?B?O?,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,2,0.1794871794871795,0.0,0.44897959183673464
MRC?WI???@_G?A?@_,0.15384615384615385,0.2857142857142857,7,0.043478260869565216,2,0.26282051282051283,0.0,0.44897959183673464
MRC?WE???@_??A?P_,0.15384615384615385,0.5714285714285714,6,0.043478260869565216,2,0.1923076923076923,0.0,0.44897959183673464
MRC?OM???@_G?A?O_,0.15384615384615385,0.7142857142857143,6,0.043478260869565216,2,0.1794871794871795,0.0,0.44897959183673464
