G6,density,degree_heterogeneity,diameter,meshedness,entrance_degree,entrance_centrality,clustering,modularity
MYA?WE??G?o_???P_,0.16483516483516483,0.8367346938775511,6,0.08695652173913043,4,0.6538461538461539,0.05952380952380952,0.4555555555555556
MYA?OM??G?og???O_,0.16483516483516483,0.9795918367346939,7,0.08695652173913043,4,0.6538461538461539,0.11904761904761904,0.43999999999999995
MXE?OE??G@O_?A?O_,0.16483516483516483,0.5510204081632653,6,0.08695652173913043,4,0.48717948717948717,0.1547619047619048,0.48
MXE?OI??G@Og?A??_,0.16483516483516483,0.8367346938775511,8,0.08695652173913043,4,0.7051282051282051,0.17857142857142858,0.5266666666666666
MXE?GI??G@Og?A?@?,0.16483516483516483,1.4081632653061225,6,0.08695652173913043,4,0.717948717948718,0.13095238095238096,0.4511111111111111
MXE??M??G@Og?A?O?,0.16483516483516483,1.2653061224489797,6,0.08695652173913043,4,0.717948717948718,0.11904761904761904,0.47333333333333333
MXE?GE??G@O_?A?P?,0.16483516483516483,0.8367346938775511,6,0.08695652173913043,4,0.717948717948718,0.05952380952380952,0.47333333333333333
MXAGOI??G@Og?@??_,0.16483516483516483,1.4081632653061225,5,0.08695652173913043,4,0.6538461538461539,0.13095238095238096,0.43999999999999995
MXAGOE??G@O_?@?O_,0.16483516483516483,0.8367346938775511,6,0.08695652173913043,4,0.6538461538461539,0.05952380952380952,0.39777777777777784
MXAGGI??G@Og?@?@?,0.16483516483516483,2.2653061224489797,4,0.08695652173913043,4,0.6538461538461539,0.11190476190476191,0.4044444444444445
MXAGGE??G@O_?@?P?,0.16483516483516483,1.4081632653061225,5,0.08695652173913043,4,0.6538461538461539,0.03571428571428571,0.39777777777777784
MXAG?M??G@Og?@?O?,0.16483516483516483,1.836734693877551,5,0.08695652173913043,4,0.6538461538461539,0.07142857142857142,0.3977777777777778
MXA?WI??G@Og???@_,0.16483516483516483,1.4081632653061225,5,0.08695652173913043,4,0.6538461538461539,0.13095238095238096,0.43999999999999995
MXA?WE??G@O_???P_,0.16483516483516483,1.1224489795918366,5,0.08695652173913043,4,0.6538461538461539,0.05952380952380952,0.4555555555555556
MXA?OM??G@Og???O_,0.16483516483516483,1.2653061224489797,6,0.08695652173913043,4,0.6538461538461539,0.11904761904761904,0.43999999999999995
MWEOOE??G?O`?A?O_,0.16483516483516483,0.5510204081632653,7,0.08695652173913043,4,0.5128205128205128,0.05952380952380952,0.3977777777777778
MWEOOI??G?Oh?A??_,0.16483516483516483,1.1224489795918366,7,0.08695652173913043,4,0.5128205128205128,0.13095238095238096,0.44
MWEOGI??G?Oh?A?@?,0.16483516483516483,1.9795918367346939,5,0.08695652173913043,4,0.5128205128205128,0.11190476190476191,0.3977777777777778
MWEOGE??G?O`?A?P?,0.16483516483516483,1.1224489795918366,5,0.08695652173913043,4,0.5128205128205128,0.03571428571428571,0.3977777777777778
MWEO?M??G?Oh?A?O?,0.16483516483516483,1.5510204081632653,5,0.08695652173913043,4,0.5128205128205128,0.07142857142857142,0.4066666666666667
MWEGOI??G?Og?B??_,0.16483516483516483,1.4081632653061225,5,0.08695652173913043,4,0.5128205128205128,0.13095238095238096,0.44
MWEGOE??G?O_?B?O_,0.16483516483516483,0.8367346938775511,6,0.08695652173913043,4,0.5128205128205128,0.05952380952380952,0.42444444444444446
MWEGGI??G?Og?B?@?,0.16483516483516483,1.9795918367346939,5,0.08695652173913043,4,0.5128205128205128,0.11190476190476191,0.3844444444444444
MWEGGE??G?O_?B?P?,0.16483516483516483,1.1224489795918366,5,0.08695652173913043,4,0.5128205128205128,0.03571428571428571,0.3977777777777778
MWEG?M??G?Og?B?O?,0.16483516483516483,1.5510204081632653,5,0.08695652173913043,4,0.5128205128205128,0.07142857142857142,0.4066666666666666
MWE?WI??G?Og?A?@_,0.16483516483516483,1.1224489795918366,7,0.08695652173913043,4,0.5128205128205128,0.13095238095238096,0.43999999999999995
MWE?WE??G?O_?A?P_,0.16483516483516483,0.8367346938775511,6,0.08695652173913043,4,0.5128205128205128,0.05952380952380952,0.4244444444444444
MWE?OM??G?Og?A?O_,0.16483516483516483,0.9795918367346939,7,0.08695652173913043,4,0.5128205128205128,0.11904761904761904,0.43999999999999995
MWAWOI??G?Oh?@??_,0.16483516483516483,1.9795918367346939,5,0.08695652173913043,4,0.5128205128205128,0.11190476190476191,0.38444444444444437
MWAWOE??G?O`?@?O_,0.16483516483516483,1.1224489795918366,6,0.08695652173913043,4,0.5128205128205128,0.03571428571428571,0.4
MWAWGI??G?Oh?@?@?,0.16483516483516483,3.122448979591837,4,0.08695652173913043,4,0.5128205128205128,0.10238095238095238,0.3977777777777778
MWAWGE??G?O`?@?P?,0.16483516483516483,1.9795918367346939,5,0.08695652173913043,4,0.5128205128205128,0.02619047619047619,0.4066666666666667
MWAW?M??G?Oh?@?O?,0.16483516483516483,2.4081632653061225,5,0.08695652173913043,4,0.5128205128205128,0.05238095238095238,0.4066666666666666
MWAOWI??G?Oh???@_,0.16483516483516483,1.9795918367346939,5,0.08695652173913043,4,0.5128205128205128,0.11190476190476191,0.3844444444444444
MWAOWE??G?O`???P_,0.16483516483516483,1.4081632653061225,5,0.08695652173913043,4,0.5128205128205128,0.03571428571428571,0.4
MWAOOM??G?Oh???O_,0.16483516483516483,1.5510204081632653,6,0.08695652173913043,4,0.5128205128205128,0.07142857142857142,0.4
MRE?OI???@og?A??_,0.16483516483516483,0.8367346938775511,8,0.08695652173913043,4,0.7051282051282051,0.17857142857142858,0.5266666666666666
MRE?OE???@o_?A?O_,0.16483516483516483,0.5510204081632653,6,0.08695652173913043,4,0.4615384615384615,0.1547619047619048,0.4711111111111111
MRE?GI???@og?A?@?,0.16483516483516483,1.4081632653061225,6,0.08695652173913043,4,0.717948717948718,0.13095238095238096,0.47333333333333333
MRE?GE???@o_?A?P?,0.16483516483516483,0.8367346938775511,6,0.08695652173913043,4,0.717948717948718,0.05952380952380952,0.47333333333333333
MRE??M???@og?A?O?,0.16483516483516483,1.2653061224489797,6,0.08695652173913043,4,0.717948717948718,0.11904761904761904,0.47333333333333333
MRAGOI???@og?@??_,0.16483516483516483,1.1224489795918366,6,0.08695652173913043,4,0.6538461538461539,0.13095238095238096,0.43999999999999995
MRAGOE???@o_?@?O_,0.16483516483516483,0.5510204081632653,7,0.08695652173913043,4,0.6538461538461539,0.05952380952380952,0.4555555555555556
MRAGGI???@og?@?@?,0.16483516483516483,1.9795918367346939,6,0.08695652173913043,4,0.6538461538461539,0.11190476190476191,0.4044444444444445
MRAG?M???@og?@?O?,0.16483516483516483,1.5510204081632653,6,0.08695652173913043,4,0.6538461538461539,0.07142857142857142,0.39777777777777784
MRA?WI???@og???@_,0.16483516483516483,1.1224489795918366,6,0.08695652173913043,4,0.6538461538461539,0.13095238095238096,0.43999999999999995
MRAGGE???@o_?@?P?,0.16483516483516483,1.1224489795918366,6,0.08695652173913043,4,0.6538461538461539,0.03571428571428571,0.42
MRA?OM???@og???O_,0.16483516483516483,0.9795918367346939,7,0.08695652173913043,4,0.6538461538461539,0.11904761904761904,0.43999999999999995
MRA?WE???@o_???P_,0.16483516483516483,0.8367346938775511,6,0.08695652173913043,4,0.6538461538461539,0.05952380952380952,0.4555555555555556
MQEOOE????o`?A?O_,0.16483516483516483,0.8367346938775511,6,0.08695652173913043,4,0.2948717948717949,0.05952380952380952,0.45777777777777773
MQEOOI????oh?A??_,0.16483516483516483,1.4081632653061225,7,0.08695652173913043,4,0.2948717948717949,0.13095238095238096,0.47333333333333333
MQEOGI????oh?A?@?,0.16483516483516483,2.2653061224489797,5,0.08695652173913043,4,0.2948717948717949,0.11190476190476191,0.42
MQEOGE????o`?A?P?,0.16483516483516483,1.4081632653061225,5,0.08695652173913043,4,0.2948717948717949,0.03571428571428571,0.42
MQEO?M????oh?A?O?,0.16483516483516483,1.836734693877551,5,0.08695652173913043,4,0.2948717948717949,0.07142857142857142,0.4066666666666666
MQEGOI????og?B??_,0.16483516483516483,1.4081632653061225,7,0.08695652173913043,4,0.2948717948717949,0.13095238095238096,0.47333333333333333
MQEGGI????og?B?@?,0.16483516483516483,1.9795918367346939,7,0.08695652173913043,4,0.2948717948717949,0.11190476190476191,0.42
MQEG?M????og?B?O?,0.16483516483516483,1.5510204081632653,7,0.08695652173913043,4,0.2948717948717949,0.07142857142857142,0.4066666666666666
MQEGOE????o_?B?O_,0.16483516483516483,0.8367346938775511,7,0.08695652173913043,4,0.2948717948717949,0.05952380952380952,0.45777777777777773
MQEGGE????o_?B?P?,0.16483516483516483,1.1224489795918366,7,0.08695652173913043,4,0.2948717948717949,0.03571428571428571,0.42
MQE?WI????og?A?@_,0.16483516483516483,1.1224489795918366,9,0.08695652173913043,4,0.2948717948717949,0.13095238095238096,0.47333333333333333
MQE?WE????o_?A?P_,0.16483516483516483,0.8367346938775511,8,0.08695652173913043,4,0.2948717948717949,0.05952380952380952,0.45777777777777773
MQE?OM????og?A?O_,0.16483516483516483,0.9795918367346939,8,0.08695652173913043,4,0.2948717948717949,0.11904761904761904,0.47333333333333333
MQAWOE????o`?@?O_,0.16483516483516483,1.1224489795918366,5,0.08695652173913043,4,0.2948717948717949,0.03571428571428571,0.4111111111111111
MQAWOI????oh?@??_,0.16483516483516483,1.9795918367346939,5,0.08695652173913043,4,0.2948717948717949,0.11190476190476191,0.35999999999999993
MQAWGI????oh?@?@?,0.16483516483516483,3.122448979591837,5,0.08695652173913043,4,0.2948717948717949,0.10238095238095238,0.37111111111111117
MQAWGE????o`?@?P?,0.16483516483516483,1.9795918367346939,5,0.08695652173913043,4,0.2948717948717949,0.02619047619047619,0.4066666666666667
MQAOWI????oh???@_,0.16483516483516483,1.9795918367346939,5,0.08695652173913043,4,0.2948717948717949,0.11190476190476191,0.35999999999999993
MQAW?M????oh?@?O?,0.16483516483516483,2.4081632653061225,5,0.08695652173913043,4,0.2948717948717949,0.05238095238095238,0.4066666666666667
MQAOWE????o`???P_,0.16483516483516483,1.4081632653061225,5,0.08695652173913043,4,0.2948717948717949,0.03571428571428571,0.4066666666666667
MQAOOM????oh???O_,0.16483516483516483,1.5510204081632653,5,0.08695652173913043,4,0.2948717948717949,0.07142857142857142,0.4066666666666667
MYCOOI??G?_h?A??_,0.16483516483516483,0.40816326530612246,7,0.08695652173913043,2,0.1282051282051282,0.11904761904761904,0.48
MYCOOE??G?_`?A?O_,0.16483516483516483,0.12244897959183675,6,0.08695652173913043,2,0.11538461538461538,0.0,0.3844444444444445
MYCOGI??G?_h?A?@?,0.16483516483516483,0.9795918367346939,5,0.08695652173913043,2,0.10256410256410256,0.09523809523809525,0.45777777777777773
MYCOGE??G?_`?A?P?,0.16483516483516483,0.40816326530612246,6,0.08695652173913043,2,0.10256410256410256,0.0,0.3977777777777778
MYCO?M??G?_h?A?O?,0.16483516483516483,0.8367346938775511,6,0.08695652173913043,2,0.10256410256410256,0.05952380952380952,0.45777777777777773
MYCGOI??G?_g?B??_,0.16483516483516483,0.40816326530612246,6,0.08695652173913043,2,0.15384615384615385,0.11904761904761904,0.4622222222222222
MYCGOE??G?__?B?O_,0.16483516483516483,0.12244897959183675,6,0.08695652173913043,2,0.14102564102564102,0.0,0.4066666666666666
MYCGGI??G?_g?B?@?,0.16483516483516483,0.6938775510204082,6,0.08695652173913043,2,0.1282051282051282,0.09523809523809525,0.45777777777777773
MYCGGE??G?__?B?P?,0.16483516483516483,0.12244897959183675,7,0.08695652173913043,2,0.1282051282051282,0.0,0.45777777777777773
MYCG?M??G?_g?B?O?,0.16483516483516483,0.5510204081632653,7,0.08695652173913043,2,0.1282051282051282,0.05952380952380952,0.39777777777777773
MYC?WI??G?_g?A?@_,0.16483516483516483,0.12244897959183675,7,0.08695652173913043,2,0.1923076923076923,0.11904761904761904,0.4622222222222222
MYC?OM??G?_g?A?O_,0.16483516483516483,0.26530612244897955,7,0.08695652173913043,2,0.16025641025641024,0.1547619047619048,0.4711111111111111
MYC?WE??G?__?A?P_,0.16483516483516483,0.12244897959183675,6,0.08695652173913043,2,0.16025641025641024,0.0,0.45777777777777773
MY?WOI??G?_h?@??_,0.16483516483516483,0.6938775510204082,6,0.08695652173913043,2,0.07692307692307693,0.09523809523809525,0.42444444444444446
MY?WOE??G?_`?@?O_,0.16483516483516483,0.12244897959183675,7,0.08695652173913043,2,0.07692307692307693,0.0,0.40444444444444444
MY?WGI??G?_h?@?@?,0.16483516483516483,1.5510204081632653,5,0.08695652173913043,2,0.07692307692307693,0.08571428571428573,0.4111111111111111
MY?WGE??G?_`?@?P?,0.16483516483516483,0.6938775510204082,6,0.08695652173913043,2,0.07692307692307693,0.0,0.40444444444444444
MY?W?M??G?_h?@?O?,0.16483516483516483,1.1224489795918366,6,0.08695652173913043,2,0.07692307692307693,0.03571428571428571,0.39777777777777773
MY?OWE??G?_`???P_,0.16483516483516483,0.40816326530612246,6,0.08695652173913043,2,0.07692307692307693,0.0,0.3977777777777778
MY?OWI??G?_h???@_,0.16483516483516483,0.6938775510204082,6,0.08695652173913043,2,0.07692307692307693,0.09523809523809525,0.4244444444444444
MY?OOM??G?_h???O_,0.16483516483516483,0.5510204081632653,7,0.08695652173913043,2,0.07692307692307693,0.05952380952380952,0.3977777777777778
MXCOOI??G@?h?A??_,0.16483516483516483,0.6938775510204082,7,0.08695652173913043,2,0.20512820512820512,0.11904761904761904,0.4711111111111111
MXCOOE??G@?`?A?O_,0.16483516483516483,0.40816326530612246,6,0.08695652173913043,2,0.1794871794871795,0.0,0.3844444444444445
MXCOGE??G@?`?A?P?,0.16483516483516483,0.6938775510204082,5,0.08695652173913043,2,0.15384615384615385,0.0,0.45777777777777773
MXCOGI??G@?h?A?@?,0.16483516483516483,1.2653061224489797,5,0.08695652173913043,2,0.15384615384615385,0.09523809523809525,0.45777777777777773
MXCO?M??G@?h?A?O?,0.16483516483516483,1.1224489795918366,5,0.08695652173913043,2,0.15384615384615385,0.05952380952380952,0.45777777777777773
MXCGOI??G@?g?B??_,0.16483516483516483,0.6938775510204082,6,0.08695652173913043,2,0.21794871794871795,0.11904761904761904,0.4711111111111111
MXCGOE??G@?_?B?O_,0.16483516483516483,0.40816326530612246,6,0.08695652173913043,2,0.1923076923076923,0.0,0.4066666666666666
MXCGGI??G@?g?B?@?,0.16483516483516483,0.9795918367346939,6,0.08695652173913043,2,0.16666666666666666,0.09523809523809525,0.45777777777777773
MXCGGE??G@?_?B?P?,0.16483516483516483,0.40816326530612246,6,0.08695652173913043,2,0.16666666666666666,0.0,0.39777777777777773
MXCG?M??G@?g?B?O?,0.16483516483516483,0.8367346938775511,6,0.08695652173913043,2,0.16666666666666666,0.05952380952380952,0.39777777777777773
MXC?WI??G@?g?A?@_,0.16483516483516483,0.40816326530612246,6,0.08695652173913043,2,0.24358974358974358,0.11904761904761904,0.4711111111111111
MXC?WE??G@?_?A?P_,0.16483516483516483,0.40816326530612246,6,0.08695652173913043,2,0.20512820512820512,0.0,0.4111111111111111
MXC?OM??G@?g?A?O_,0.16483516483516483,0.5510204081632653,6,0.08695652173913043,2,0.20512820512820512,0.1547619047619048,0.4711111111111111
MX?WOI??G@?h?@??_,0.16483516483516483,0.9795918367346939,6,0.08695652173913043,2,0.10256410256410256,0.09523809523809525,0.4244444444444444
MX?WOE??G@?`?@?O_,0.16483516483516483,0.40816326530612246,6,0.08695652173913043,2,0.10256410256410256,0.0,0.40444444444444444
MX?WGI??G@?h?@?@?,0.16483516483516483,1.836734693877551,5,0.08695652173913043,2,0.10256410256410256,0.08571428571428573,0.4111111111111111
MX?W?M??G@?h?@?O?,0.16483516483516483,1.4081632653061225,5,0.08695652173913043,2,0.10256410256410256,0.03571428571428571,0.39777777777777773
MX?WGE??G@?`?@?P?,0.16483516483516483,0.9795918367346939,5,0.08695652173913043,2,0.10256410256410256,0.0,0.39777777777777773
MX?OWI??G@?h???@_,0.16483516483516483,0.9795918367346939,6,0.08695652173913043,2,0.10256410256410256,0.09523809523809525,0.4244444444444444
MX?OWE??G@?`???P_,0.16483516483516483,0.6938775510204082,6,0.08695652173913043,2,0.10256410256410256,0.0,0.3977777777777778
MX?OOM??G@?h???O_,0.16483516483516483,0.8367346938775511,6,0.08695652173913043,2,0.10256410256410256,0.05952380952380952,0.4244444444444444
